"nomAlgo","k","dynamique","filePriorite","score","temps","nbVilles","contrainteAccessibilite"
"algorithmeFilePriorite",null,false,true,0.370,0.279,135,"true"
"algorithmeParSoustraction",null,true,true,0.170,0.418,135,"true"
"algorithmeParSoustraction",null,false,false,0.193,0.450,135,"true"
"algorithmeParSoustraction",null,true,false,0.193,0.477,135,"true"
"algorithmeApproximationNaif",100,false,false,0.640,0.049,136,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.588,0.183,136,"true"
"algorithmeFilePriorite",null,false,true,0.603,0.199,136,"true"
"algorithmeParSoustraction",null,true,true,0.279,0.435,136,"true"
"algorithmeParSoustraction",null,false,false,0.287,0.684,136,"true"
"algorithmeParSoustraction",null,true,false,0.287,0.640,136,"true"
"algorithmeApproximationNaif",100,false,false,0.628,0.061,137,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.591,0.167,137,"true"
"algorithmeFilePriorite",null,false,true,0.569,0.191,137,"true"
"algorithmeParSoustraction",null,true,true,0.226,0.470,137,"true"
"algorithmeParSoustraction",null,false,false,0.255,0.680,137,"true"
"algorithmeParSoustraction",null,true,false,0.255,0.687,137,"true"
"algorithmeApproximationNaif",100,false,false,0.630,0.046,138,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.594,0.101,138,"true"
"algorithmeFilePriorite",null,false,true,0.435,0.147,138,"true"
"algorithmeParSoustraction",null,true,true,0.297,0.334,138,"true"
"algorithmeParSoustraction",null,false,false,0.304,0.357,138,"true"
"algorithmeParSoustraction",null,true,false,0.304,0.347,138,"true"
"algorithmeApproximationNaif",100,false,false,0.604,0.105,139,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.547,0.282,139,"true"
"algorithmeFilePriorite",null,false,true,0.338,0.285,139,"true"
"algorithmeParSoustraction",null,true,true,0.209,0.424,139,"true"
"algorithmeParSoustraction",null,false,false,0.201,3.681,139,"true"
"algorithmeParSoustraction",null,true,false,0.201,3.580,139,"true"
"algorithmeApproximationNaif",100,false,false,0.629,0.047,140,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.231,140,"true"
"algorithmeFilePriorite",null,false,true,0.807,0.333,140,"true"
"algorithmeParSoustraction",null,true,true,0.243,0.385,140,"true"
"algorithmeParSoustraction",null,false,false,0.257,0.405,140,"true"
"algorithmeParSoustraction",null,true,false,0.257,0.404,140,"true"
"algorithmeApproximationNaif",100,false,false,0.645,0.048,141,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.617,0.128,141,"true"
"algorithmeFilePriorite",null,false,true,0.482,0.242,141,"true"
"algorithmeParSoustraction",null,true,true,0.227,0.341,141,"true"
"algorithmeParSoustraction",null,false,false,0.227,0.413,141,"true"
"algorithmeParSoustraction",null,true,false,0.227,2.076,141,"true"
"algorithmeApproximationNaif",100,false,false,0.676,0.039,142,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.577,0.223,142,"true"
"algorithmeFilePriorite",null,false,true,0.599,0.266,142,"true"
"algorithmeParSoustraction",null,true,true,0.204,0.314,142,"true"
"algorithmeParSoustraction",null,false,false,0.232,1.494,142,"true"
"algorithmeParSoustraction",null,true,false,0.232,1.474,142,"true"
"algorithmeApproximationNaif",100,false,false,0.636,0.063,143,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.615,0.195,143,"true"
"algorithmeFilePriorite",null,false,true,0.643,0.198,143,"true"
"algorithmeParSoustraction",null,true,true,0.266,0.330,143,"true"
"algorithmeParSoustraction",null,false,false,0.273,0.681,143,"true"
"algorithmeParSoustraction",null,true,false,0.273,0.651,143,"true"
"algorithmeApproximationNaif",100,false,false,0.569,0.082,144,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.583,0.198,144,"true"
"algorithmeFilePriorite",null,false,true,0.604,0.233,144,"true"
"algorithmeParSoustraction",null,true,true,0.278,0.331,144,"true"
"algorithmeParSoustraction",null,false,false,0.278,0.354,144,"true"
"algorithmeParSoustraction",null,true,false,0.278,0.349,144,"true"
"algorithmeApproximationNaif",100,false,false,0.545,0.043,145,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.552,0.171,145,"true"
"algorithmeFilePriorite",null,false,true,0.669,0.313,145,"true"
"algorithmeParSoustraction",null,true,true,0.159,1.307,145,"true"
"algorithmeParSoustraction",null,false,false,0.179,2.112,145,"true"
"algorithmeParSoustraction",null,true,false,0.179,2.107,145,"true"
"algorithmeApproximationNaif",100,false,false,0.644,0.041,146,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.616,0.114,146,"true"
"algorithmeFilePriorite",null,false,true,0.658,0.306,146,"true"
"algorithmeParSoustraction",null,true,true,0.205,0.421,146,"true"
"algorithmeParSoustraction",null,false,false,0.199,1.604,146,"true"
"algorithmeParSoustraction",null,true,false,0.199,1.579,146,"true"
"algorithmeApproximationNaif",100,false,false,0.599,0.044,147,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.551,0.191,147,"true"
"algorithmeFilePriorite",null,false,true,0.626,0.249,147,"true"
"algorithmeParSoustraction",null,true,true,0.238,1.033,147,"true"
"algorithmeParSoustraction",null,false,false,0.259,1.023,147,"true"
"algorithmeParSoustraction",null,true,false,0.224,3.594,147,"true"
"algorithmeApproximationNaif",100,false,false,0.649,0.045,148,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.561,0.240,148,"true"
"algorithmeFilePriorite",null,false,true,0.514,0.220,148,"true"
"algorithmeParSoustraction",null,true,true,0.264,0.452,148,"true"
"algorithmeParSoustraction",null,false,false,0.264,0.528,148,"true"
"algorithmeParSoustraction",null,true,false,0.264,0.531,148,"true"
"algorithmeApproximationNaif",100,false,false,0.591,0.045,149,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.564,0.151,149,"true"
"algorithmeFilePriorite",null,false,true,0.436,0.255,149,"true"
"algorithmeParSoustraction",null,true,true,0.195,0.386,149,"true"
"algorithmeParSoustraction",null,false,false,0.201,5.376,149,"true"
"algorithmeParSoustraction",null,true,false,0.201,5.633,149,"true"
"algorithmeApproximationNaif",100,false,false,0.687,0.046,150,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.587,0.173,150,"true"
"algorithmeFilePriorite",null,false,true,0.513,0.281,150,"true"
"algorithmeParSoustraction",null,true,true,0.247,0.568,150,"true"
"algorithmeParSoustraction",null,false,false,0.253,0.436,150,"true"
"algorithmeParSoustraction",null,true,false,0.253,0.429,150,"true"
"algorithmeApproximationNaif",100,false,false,0.623,0.045,151,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.583,0.131,151,"true"
"algorithmeFilePriorite",null,false,true,0.576,0.265,151,"true"
"algorithmeParSoustraction",null,true,true,0.225,0.449,151,"true"
"algorithmeParSoustraction",null,false,false,0.232,1.017,151,"true"
"algorithmeParSoustraction",null,true,false,0.232,0.997,151,"true"
"algorithmeApproximationNaif",100,false,false,0.618,0.046,152,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.546,0.220,152,"true"
"algorithmeFilePriorite",null,false,true,0.566,0.265,152,"true"
"algorithmeParSoustraction",null,true,true,0.263,0.403,152,"true"
"algorithmeParSoustraction",null,false,false,0.270,0.441,152,"true"
"algorithmeParSoustraction",null,true,false,0.270,0.432,152,"true"
"algorithmeApproximationNaif",100,false,false,0.601,0.048,153,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.614,0.103,153,"true"
"algorithmeFilePriorite",null,false,true,0.601,0.283,153,"true"
"algorithmeParSoustraction",null,true,true,0.275,0.409,153,"true"
"algorithmeParSoustraction",null,false,false,0.255,0.405,153,"true"
"algorithmeParSoustraction",null,true,false,0.255,0.385,153,"true"
"algorithmeApproximationNaif",100,false,false,0.675,0.042,154,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.597,0.247,154,"true"
"algorithmeFilePriorite",null,false,true,0.643,0.184,154,"true"
"algorithmeParSoustraction",null,true,true,0.286,0.377,154,"true"
"algorithmeParSoustraction",null,false,false,0.292,0.642,154,"true"
"algorithmeParSoustraction",null,true,false,0.292,0.859,154,"true"
"algorithmeApproximationNaif",100,false,false,0.684,0.040,155,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.555,0.214,155,"true"
"algorithmeFilePriorite",null,false,true,0.626,0.318,155,"true"
"algorithmeParSoustraction",null,true,true,0.239,0.456,155,"true"
"algorithmeParSoustraction",null,false,false,0.239,0.553,155,"true"
"algorithmeParSoustraction",null,true,false,0.219,1.684,155,"true"
"algorithmeApproximationNaif",100,false,false,0.615,0.048,156,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.628,0.290,156,"true"
"algorithmeFilePriorite",null,false,true,0.647,0.180,156,"true"
"algorithmeParSoustraction",null,true,true,0.256,0.363,156,"true"
"algorithmeParSoustraction",null,false,false,0.250,0.589,156,"true"
"algorithmeParSoustraction",null,true,false,0.250,0.579,156,"true"
"algorithmeApproximationNaif",100,false,false,0.637,0.040,157,"true"
"algorithmeApproximationUnPeuMoinsNaif",100,false,false,0.631,0.135,157,"true"
"algorithmeFilePriorite",null,false,true,0.618,0.186,157,"true"
"algorithmeParSoustraction",null,true,true,0.280,0.388,157,"true"
"algorithmeParSoustraction",null,false,false,0.306,0.637,157,"true"
"algorithmeParSoustraction",null,true,false,0.306,0.643,157,"true"
"algorithmeApproximationNaif",100,false,false,0.690,0.047,158,"true"
